mode,episode,episode_reward,max_height,unique_platforms,steps_survived,moving_avg_reward,moving_avg_max_height,epsilon,loss,terminal_reason
train,2707,51.8,0.0,5,3600,833.5596,0.0,0.074303,0.397006,timeout
train,2708,22.02,0.0,4,3600,833.7396,0.0,0.073856,0.371188,timeout
train,2709,-28.72,0.0,2,3600,805.3912,0.0,0.073408,0.375077,timeout
train,2710,43.68,0.0,5,3600,807.3476,0.0,0.07296,0.375841,timeout
train,2711,-3.2,0.0,3,3600,806.9742,0.0,0.072512,0.355259,timeout
train,2712,47.46,0.0,5,3600,802.1666,0.0,0.072065,0.34021,timeout
train,2713,-14.4,0.0,2,3600,801.4186,0.0,0.071617,0.343436,timeout
train,2714,103.63,0.0,7,3600,803.4804,0.0,0.071169,0.336092,timeout
train,2715,113.9,0.0,7,3600,805.8538,0.0,0.070721,0.3373,timeout
train,2716,45.67,0.0,5,3600,781.2622,0.0,0.070274,0.347356,timeout
train,2717,-41.56,0.0,0,3600,782.0398,0.0,0.069826,0.340089,timeout
train,2718,47.11,0.0,5,3600,778.0614,0.0,0.069378,0.348184,timeout
train,2719,72.52,0.0,6,3600,780.4382,0.0,0.06893,0.343805,timeout
train,2720,23.63,0.0,4,3600,774.6888,0.0,0.068483,0.356734,timeout
train,2721,-40.57,0.0,0,3600,773.4084,0.0,0.068035,0.332115,timeout
train,2722,-51.38,0.0,0,3600,767.0768,0.0,0.067587,0.304966,timeout
train,2723,-28.51,0.0,1,3600,761.1244,0.0,0.067139,0.297998,timeout
train,2724,-0.33,0.0,3,3600,756.4122,0.0,0.066692,0.285845,timeout
train,2725,-33.33,0.0,1,3600,715.9002,0.0,0.066244,0.273478,timeout
eval,2725,-41.826,0.0,0.4,3600.0,,,0.066244,,evaluation
train,2726,-26.0,0.0,1,3600,712.6888,0.0,0.065796,0.259935,timeout
train,2727,-14.6,0.0,2,3600,701.8956,0.0,0.065348,0.258023,timeout
train,2728,-44.85,0.0,0,3600,683.0946,0.0,0.064901,0.247622,timeout
train,2729,-23.68,0.0,2,3600,667.6516,0.0,0.064453,0.224363,timeout
train,2730,-22.73,0.0,2,3600,632.3802,0.0,0.064005,0.233108,timeout
train,2731,-56.23,0.0,0,3600,628.3018,0.0,0.063557,0.221086,timeout
train,2732,-18.55,0.0,2,3600,612.8908,0.0,0.06311,0.218785,timeout
train,2733,-38.36,0.0,0,3600,597.0602,0.0,0.062662,0.206185,timeout
train,2734,-23.53,0.0,2,3600,578.2214,0.0,0.062214,0.196729,timeout
train,2735,6.26,0.0,3,3600,574.7326,0.0,0.061766,0.199356,timeout
train,2736,53.17,0.0,5,3600,575.62,0.0,0.061319,0.202292,timeout
train,2737,-31.64,0.0,1,3600,577.5382,0.0,0.060871,0.184901,timeout
train,2738,-14.13,0.0,2,3600,520.3824,0.0,0.060423,0.171487,timeout
train,2739,54.4,0.0,5,3600,476.3246,0.0,0.059975,0.161553,timeout
train,2740,-34.45,0.0,0,3600,447.718,0.0,0.059528,0.156626,timeout
train,2741,28.8,0.0,4,3600,446.7746,0.0,0.05908,0.159423,timeout
train,2742,29.58,0.0,4,3600,360.0302,0.0,0.058632,0.160707,timeout
train,2743,4.7,0.0,3,3600,350.8668,0.0,0.058184,0.147682,timeout
train,2744,26.54,0.0,4,3600,313.9132,0.0,0.057737,0.140894,timeout
train,2745,-0.89,0.0,3,3600,257.1046,0.0,0.057289,0.156022,timeout
train,2746,-37.77,0.0,0,3600,238.1184,0.0,0.056841,0.155378,timeout
train,2747,-36.8,0.0,0,3600,186.9316,0.0,0.056393,0.145678,timeout
train,2748,29.42,0.0,4,3600,127.6126,0.0,0.055946,0.146228,timeout
train,2749,85.45,0.0,6,3600,122.8998,0.0,0.055498,0.155544,timeout
train,2750,-23.21,0.0,1,3600,74.6148,0.0,0.05505,0.147121,timeout
eval,2750,-18.944,0.0,0.0,3600.0,,,0.05505,,evaluation
train,2751,-24.81,0.0,1,3600,75.5108,0.0,0.054602,0.145835,timeout
train,2752,-36.68,0.0,0,3600,15.082,0.0,0.054155,0.141516,timeout
train,2753,126.49,0.0,7,3600,17.019,0.0,0.053707,0.133197,timeout
train,2754,531.25,0.0,15,3600,18.293,0.0,0.053259,0.139665,timeout
train,2755,91.34,0.0,6,3600,18.7206,0.0,0.052811,0.138983,timeout
train,2756,-25.09,0.0,1,3600,17.2564,0.0,0.052364,0.155015,timeout
train,2757,-22.44,0.0,1,3600,15.7716,0.0,0.051916,0.150459,timeout
train,2758,-37.06,0.0,0,3600,14.59,0.0,0.051468,0.144764,timeout
train,2759,-16.27,0.0,1,3600,14.839,0.0,0.05102,0.13854,timeout
train,2760,-19.84,0.0,1,3600,13.5686,0.0,0.050573,0.140425,timeout
train,2761,-7.09,0.0,2,3600,13.4908,0.0,0.050125,0.132863,timeout
train,2762,6.54,0.0,3,3600,12.6724,0.0,0.049677,0.126945,timeout
train,2763,120.53,0.0,7,3600,15.371,0.0,0.049229,0.128022,timeout
train,2764,-21.84,0.0,1,3600,12.8616,0.0,0.048782,0.126081,timeout
train,2765,118.2,0.0,7,3600,12.9476,0.0,0.048334,0.131753,timeout
train,2766,-5.82,0.0,2,3600,11.9178,0.0,0.047886,0.116891,timeout
train,2767,-54.43,0.0,0,3600,11.6604,0.0,0.047438,0.117155,timeout
train,2768,31.66,0.0,4,3600,11.3514,0.0,0.046991,0.103329,timeout
train,2769,56.31,0.0,5,3600,11.0272,0.0,0.046543,0.110919,timeout
train,2770,-7.67,0.0,2,3600,10.4012,0.0,0.046095,0.112347,timeout
train,2771,-8.87,0.0,2,3600,11.0352,0.0,0.045647,0.10638,timeout
train,2772,-21.4,0.0,1,3600,11.6348,0.0,0.0452,0.112381,timeout
train,2773,-25.93,0.0,1,3600,11.6864,0.0,0.044752,0.095691,timeout
train,2774,11.37,0.0,3,3600,11.9204,0.0,0.044304,0.091531,timeout
train,2775,-20.71,0.0,1,3600,12.1728,0.0,0.043856,0.096499,timeout
eval,2775,-14.482,0.0,0.4,3600.0,,,0.043856,,evaluation
train,2776,-20.45,0.0,1,3600,12.2838,0.0,0.043409,0.078432,timeout
train,2777,-5.03,0.0,2,3600,12.4752,0.0,0.042961,0.07482,timeout
train,2778,31.01,0.0,4,3600,13.9924,0.0,0.042513,0.072532,timeout
train,2779,34.34,0.0,4,3600,15.1528,0.0,0.042065,0.061739,timeout
train,2780,12.96,0.0,3,3600,15.8666,0.0,0.041618,0.050369,timeout
train,2781,-22.73,0.0,1,3600,16.5366,0.0,0.04117,0.046833,timeout
train,2782,-31.81,0.0,0,3600,16.2714,0.0,0.040722,0.040832,timeout
train,2783,201.51,0.0,9,3600,21.0688,0.0,0.040274,0.03886,timeout
train,2784,92.66,0.0,6,3600,23.3926,0.0,0.039827,0.02964,timeout
train,2785,-27.47,0.0,1,3600,22.718,0.0,0.039379,0.026321,timeout
train,2786,-10.98,0.0,2,3600,21.435,0.0,0.038931,0.018404,timeout
train,2787,88.61,0.0,6,3600,23.84,0.0,0.038483,0.017779,timeout
train,2788,-9.4,0.0,2,3600,23.9346,0.0,0.038036,0.017443,timeout
train,2789,-9.04,0.0,2,3600,22.6658,0.0,0.037588,0.015323,timeout
train,2790,-4.92,0.0,2,3600,23.2564,0.0,0.03714,0.016523,timeout
train,2791,-24.38,0.0,1,3600,22.1928,0.0,0.036692,0.014721,timeout
train,2792,161.95,0.0,8,3600,24.8402,0.0,0.036245,0.016955,timeout
train,2793,164.72,0.0,8,3600,28.0406,0.0,0.035797,0.016178,timeout
train,2794,86.82,0.0,6,3600,29.2462,0.0,0.035349,0.016326,timeout
train,2795,301.14,0.0,11,3600,35.2868,0.0,0.034901,0.016506,timeout
train,2796,-33.9,0.0,0,3600,35.3642,0.0,0.034454,0.017014,timeout
train,2797,91.37,0.0,6,3600,37.9276,0.0,0.034006,0.017259,timeout
train,2798,38.36,0.0,4,3600,38.1064,0.0,0.033558,0.017546,timeout
train,2799,62.19,0.0,5,3600,37.6412,0.0,0.03311,0.016685,timeout
train,2800,127.41,0.0,7,3600,40.6536,0.0,0.032663,0.01699,timeout
eval,2800,-18.568,0.0,0.0,3600.0,,,0.032663,,evaluation
